CaseID,Activity,Resource,CompleteTimestamp,(case) AMOUNT_REQ,concept:name,lifecycle:transition,CumTimeInterval
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,W_Completeren aanvraag-START,Value 2,2011-10-01 18:36:46.437,20000.0,W_Completeren aanvraag,START,39481.891
1,A_ACCEPTED-COMPLETE,Value 3,2011-10-01 18:42:43.308,20000.0,A_ACCEPTED,COMPLETE,39838.762
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,O_SENT-COMPLETE,Value 3,2011-10-01 18:45:11.380,20000.0,O_SENT,COMPLETE,39986.834
1,W_Nabellen offertes-SCHEDULE,Value 2,2011-10-01 18:45:11.554,20000.0,W_Nabellen offertes,SCHEDULE,39987.008
1,,,,,,,
1,W_Nabellen offertes-START,Value 2,2011-10-01 19:15:41.290,20000.0,W_Nabellen offertes,START,41816.744
1,,,,,,,
1,W_Nabellen offertes-START,Value 4,2011-10-08 23:26:57.720,20000.0,W_Nabellen offertes,START,661693.174
1,,,,,,,
1,W_Nabellen offertes-START,Value 5,2011-10-10 18:32:22.495,20000.0,W_Nabellen offertes,START,816817.949
1,,,,,,,
1,,,,,,,
1,W_Nabellen offertes-COMPLETE,Value 5,2011-10-10 18:33:05.791,20000.0,W_Nabellen offertes,COMPLETE,816861.245
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,W_Valideren aanvraag-COMPLETE,Value 6,2011-10-13 17:37:37.026,20000.0,W_Valideren aanvraag,COMPLETE,1072732.48
2,A_SUBMITTED-COMPLETE,Value 1,2011-10-01 15:08:58.256,5000.0,A_SUBMITTED,COMPLETE,27013.71
2,A_PARTLYSUBMITTED-COMPLETE,Value 1,2011-10-01 15:09:02.195,5000.0,A_PARTLYSUBMITTED,COMPLETE,27017.649
2,,,,,,,
2,,,,,,,
2,W_Completeren aanvraag-START,Value 2,2011-10-01 18:37:32.393,5000.0,W_Completeren aanvraag,START,39527.847
2,,,,,,,
2,,,,,,,
2,A_ACCEPTED-COMPLETE,Value 3,2011-10-01 21:33:54.614,5000.0,A_ACCEPTED,COMPLETE,50110.068
2,A_FINALIZED-COMPLETE,Value 3,2011-10-01 21:35:46.016,5000.0,A_FINALIZED,COMPLETE,50221.47
2,O_SELECTED-COMPLETE,Value 3,2011-10-01 21:35:46.016,5000.0,O_SELECTED,COMPLETE,50221.47
2,O_CREATED-COMPLETE,Value 3,2011-10-01 21:35:47.488,5000.0,O_CREATED,COMPLETE,50222.942
2,,,,,,,
2,,,,,,,
2,W_Completeren aanvraag-COMPLETE,Value 2,2011-10-01 21:35:48.791,5000.0,W_Completeren aanvraag,COMPLETE,50224.245
2,,,,,,,
2,W_Nabellen offertes-COMPLETE,Value 2,2011-10-01 21:36:25.794,5000.0,W_Nabellen offertes,COMPLETE,50261.248
2,W_Nabellen offertes-START,Value 2,2011-10-03 23:54:43.257,5000.0,W_Nabellen offertes,START,231358.711
