CaseID,Activity,org:resource,time:timestamp,(case) AMOUNT_REQ,concept:name,lifecycle:transition
1,,,,0.0,,
1,,,,0.0,,
1,,,,0.0,,
1,,,,0.0,,
1,W_Completeren aanvraag-START,Value 2,10.583597390070889,9.903487552536127,W_Completeren aanvraag,START
1,A_ACCEPTED-COMPLETE,Value 3,10.592595636920636,9.903487552536127,A_ACCEPTED,COMPLETE
1,,,,0.0,,
1,,,,0.0,,
1,,,,0.0,,
1,O_SENT-COMPLETE,Value 3,10.596305528917089,9.903487552536127,O_SENT,COMPLETE
1,W_Nabellen offertes-SCHEDULE,Value 2,10.596309880334553,9.903487552536127,W_Nabellen offertes,SCHEDULE
1,,,,0.0,,
1,W_Nabellen offertes-START,Value 2,10.641052112466113,9.903487552536127,W_Nabellen offertes,START
1,,,,0.0,,
1,W_Nabellen offertes-START,Value 4,13.402557244093874,9.903487552536127,W_Nabellen offertes,START
1,,,,0.0,,
1,W_Nabellen offertes-START,Value 5,13.613171520370633,9.903487552536127,W_Nabellen offertes,START
1,,,,0.0,,
1,,,,0.0,,
1,W_Nabellen offertes-COMPLETE,Value 5,13.613224524657122,9.903487552536127,W_Nabellen offertes,COMPLETE
1,,,,0.0,,
1,,,,0.0,,
1,,,,0.0,,
1,,,,0.0,,
1,,,,0.0,,
1,W_Valideren aanvraag-COMPLETE,Value 6,13.885719670863047,9.903487552536127,W_Valideren aanvraag,COMPLETE
2,A_SUBMITTED-COMPLETE,Value 1,10.204099793890146,8.517193191416238,A_SUBMITTED,COMPLETE
2,A_PARTLYSUBMITTED-COMPLETE,Value 1,10.204245598103519,8.517193191416238,A_PARTLYSUBMITTED,COMPLETE
2,,,,0.0,,
2,,,,0.0,,
2,W_Completeren aanvraag-START,Value 2,10.584760689841199,8.517193191416238,W_Completeren aanvraag,START
2,,,,0.0,,
2,,,,0.0,,
2,A_ACCEPTED-COMPLETE,Value 3,10.821977224968979,8.517193191416238,A_ACCEPTED,COMPLETE
2,A_FINALIZED-COMPLETE,Value 3,10.824197903490443,8.517193191416238,A_FINALIZED,COMPLETE
2,O_SELECTED-COMPLETE,Value 3,10.824197903490443,8.517193191416238,O_SELECTED,COMPLETE
2,O_CREATED-COMPLETE,Value 3,10.824227213232108,8.517193191416238,O_CREATED,COMPLETE
2,,,,0.0,,
2,,,,0.0,,
2,W_Completeren aanvraag-COMPLETE,Value 2,10.824253157213464,8.517193191416238,W_Completeren aanvraag,COMPLETE
2,,,,0.0,,
2,W_Nabellen offertes-COMPLETE,Value 2,10.82498964166687,8.517193191416238,W_Nabellen offertes,COMPLETE
2,W_Nabellen offertes-START,Value 2,12.351724646532995,8.517193191416238,W_Nabellen offertes,START
2,O_SELECTED-COMPLETE,Value 7,12.352132907435992,8.517193191416238,O_SELECTED,COMPLETE
2,,,,0.0,,
2,O_CREATED-COMPLETE,Value 7,12.352141038636772,8.517193191416238,O_CREATED,COMPLETE
2,,,,0.0,,
2,,,,0.0,,
2,,,,0.0,,
2,,,,0.0,,
2,W_Nabellen offertes-COMPLETE,Value 2,12.352387060448269,8.517193191416238,W_Nabellen offertes,COMPLETE
2,W_Nabellen offertes-START,Value 5,13.607379110286818,8.517193191416238,W_Nabellen offertes,START
2,O_SENT_BACK-COMPLETE,Value 5,13.607451694747436,8.517193191416238,O_SENT_BACK,COMPLETE
2,W_Valideren aanvraag-SCHEDULE,Value 5,13.607452035813441,8.517193191416238,W_Valideren aanvraag,SCHEDULE
2,,,,0.0,,
2,W_Valideren aanvraag-START,Value 8,13.61171863275067,8.517193191416238,W_Valideren aanvraag,START
2,,,,0.0,,
2,W_Valideren aanvraag-START,Value 8,13.624807064280166,8.517193191416238,W_Valideren aanvraag,START
2,,,,0.0,,
2,W_Valideren aanvraag-START,Value 8,13.625037825618188,8.517193191416238,W_Valideren aanvraag,START
2,,,,0.0,,
2,,,,0.0,,
2,A_REGISTERED-COMPLETE,Value 8,13.625223473623153,8.517193191416238,A_REGISTERED,COMPLETE
2,,,,0.0,,
2,W_Valideren aanvraag-COMPLETE,Value 8,13.625233544675401,8.517193191416238,W_Valideren aanvraag,COMPLETE
3,,,,0.0,,
3,A_PARTLYSUBMITTED-COMPLETE,Value 1,10.207512044726442,8.85366542803745,A_PARTLYSUBMITTED,COMPLETE
3,A_PREACCEPTED-COMPLETE,Value 1,10.209076338528515,8.85366542803745,A_PREACCEPTED,COMPLETE
3,W_Completeren aanvraag-SCHEDULE,Value 1,10.209089746190449,8.85366542803745,W_Completeren aanvraag,SCHEDULE
3,,,,0.0,,
3,,,,0.0,,
3,,,,0.0,,
3,,,,0.0,,
3,W_Completeren aanvraag-START,Value 10,12.294733860787522,8.85366542803745,W_Completeren aanvraag,START
3,,,,0.0,,
3,,,,0.0,,
3,A_ACCEPTED-COMPLETE,Value 10,12.298382305546692,8.85366542803745,A_ACCEPTED,COMPLETE
3,A_FINALIZED-COMPLETE,Value 10,12.299973132183688,8.85366542803745,A_FINALIZED,COMPLETE
3,,,,0.0,,
3,,,,0.0,,
3,,,,0.0,,
3,W_Nabellen offertes-SCHEDULE,Value 10,12.299978744619835,8.85366542803745,W_Nabellen offertes,SCHEDULE
3,W_Completeren aanvraag-COMPLETE,Value 10,12.299984193159045,8.85366542803745,W_Completeren aanvraag,COMPLETE
3,,,,0.0,,
3,,,,0.0,,
3,,,,0.0,,
3,,,,0.0,,
3,O_SENT-COMPLETE,Value 10,12.301088113729923,8.85366542803745,O_SENT,COMPLETE
3,W_Nabellen offertes-SCHEDULE,Value 10,12.301089182225546,8.85366542803745,W_Nabellen offertes,SCHEDULE
3,,,,0.0,,
3,W_Nabellen offertes-START,Value 2,13.636019360322116,8.85366542803745,W_Nabellen offertes,START
3,,,,0.0,,
3,W_Nabellen offertes-START,Value 11,13.647647502263126,8.85366542803745,W_Nabellen offertes,START
3,W_Nabellen offertes-COMPLETE,Value 11,13.647980837749841,8.85366542803745,W_Nabellen offertes,COMPLETE
3,W_Nabellen offertes-START,Value 9,13.986619554119772,8.85366542803745,W_Nabellen offertes,START
3,,,,0.0,,
3,W_Nabellen offertes-START,Value 12,14.187738617014242,8.85366542803745,W_Nabellen offertes,START
3,,,,0.0,,
3,,,,0.0,,
3,O_CREATED-COMPLETE,Value 12,14.187839802562118,8.85366542803745,O_CREATED,COMPLETE
3,,,,0.0,,
3,,,,0.0,,
3,W_Nabellen offertes-COMPLETE,Value 12,14.187841563280738,8.85366542803745,W_Nabellen offertes,COMPLETE
3,W_Nabellen offertes-START,Value 2,14.562219190072435,8.85366542803745,W_Nabellen offertes,START
3,W_Nabellen offertes-COMPLETE,Value 2,14.562351877576448,8.85366542803745,W_Nabellen offertes,COMPLETE
3,,,,0.0,,
3,W_Nabellen offertes-COMPLETE,Value 13,14.615491025222136,8.85366542803745,W_Nabellen offertes,COMPLETE
3,,,,0.0,,
3,,,,0.0,,
3,W_Nabellen offertes-START,Value 15,14.82235675917356,8.85366542803745,W_Nabellen offertes,START
3,,,,0.0,,
3,W_Nabellen offertes-START,Value 11,14.82546160135825,8.85366542803745,W_Nabellen offertes,START
3,,,,0.0,,
3,,,,0.0,,
3,,,,0.0,,
3,,,,0.0,,
3,W_Nabellen offertes-COMPLETE,Value 5,14.84619873845729,8.85366542803745,W_Nabellen offertes,COMPLETE
3,W_Valideren aanvraag-START,Value 16,14.913435079508119,8.85366542803745,W_Valideren aanvraag,START
3,O_ACCEPTED-COMPLETE,Value 16,14.914245527440139,8.85366542803745,O_ACCEPTED,COMPLETE
3,,,,0.0,,
3,,,,0.0,,
3,,,,0.0,,
3,W_Valideren aanvraag-COMPLETE,Value 16,14.914248500737596,8.85366542803745,W_Valideren aanvraag,COMPLETE
3,W_Wijzigen contractgegevens-SCHEDULE,Value 9,16.290925785795146,8.85366542803745,W_Wijzigen contractgegevens,SCHEDULE
4,,,,0.0,,
4,A_PARTLYSUBMITTED-COMPLETE,Value 1,10.208929321335765,9.615805480084347,A_PARTLYSUBMITTED,COMPLETE
4,A_DECLINED-COMPLETE,Value 1,10.210305633086717,9.615805480084347,A_DECLINED,COMPLETE
5,,,,0.0,,
5,,,,0.0,,
5,A_DECLINED-COMPLETE,Value 1,10.220357885284002,8.517193191416238,A_DECLINED,COMPLETE
6,A_SUBMITTED-COMPLETE,Value 1,10.398222208268267,9.51044496442652,A_SUBMITTED,COMPLETE
6,A_PARTLYSUBMITTED-COMPLETE,Value 1,10.398227543413487,9.51044496442652,A_PARTLYSUBMITTED,COMPLETE
6,A_PREACCEPTED-COMPLETE,Value 1,10.399818585420494,9.51044496442652,A_PREACCEPTED,COMPLETE
6,,,,0.0,,
6,W_Completeren aanvraag-START,Value 9,10.585123785611554,9.51044496442652,W_Completeren aanvraag,START
6,,,,0.0,,
6,W_Completeren aanvraag-START,Value 9,10.675963616825774,9.51044496442652,W_Completeren aanvraag,START
6,A_CANCELLED-COMPLETE,Value 9,10.705635360502649,9.51044496442652,A_CANCELLED,COMPLETE
6,W_Completeren aanvraag-COMPLETE,Value 9,10.705668740710866,9.51044496442652,W_Completeren aanvraag,COMPLETE
7,,,,0.0,,
7,,,,0.0,,
7,,,,0.0,,
7,,,,0.0,,
7,A_PREACCEPTED-COMPLETE,Value 9,10.454045585442229,9.798127036878302,A_PREACCEPTED,COMPLETE
7,W_Completeren aanvraag-SCHEDULE,Value 9,10.454046594536221,9.798127036878302,W_Completeren aanvraag,SCHEDULE
7,W_Afhandelen leads-COMPLETE,Value 9,10.454071158560062,9.798127036878302,W_Afhandelen leads,COMPLETE
7,,,,0.0,,
7,W_Completeren aanvraag-COMPLETE,Value 9,10.60385701452163,9.798127036878302,W_Completeren aanvraag,COMPLETE
7,W_Completeren aanvraag-START,Value 9,10.604029945977425,9.798127036878302,W_Completeren aanvraag,START
7,W_Completeren aanvraag-COMPLETE,Value 9,10.609334325818773,9.798127036878302,W_Completeren aanvraag,COMPLETE
7,,,,0.0,,
7,,,,0.0,,
7,W_Completeren aanvraag-COMPLETE,Value 2,10.852787263860648,9.798127036878302,W_Completeren aanvraag,COMPLETE
8,A_SUBMITTED-COMPLETE,Value 1,10.420447761198464,9.305650551780507,A_SUBMITTED,COMPLETE
8,A_PARTLYSUBMITTED-COMPLETE,Value 1,10.420453366688522,9.305650551780507,A_PARTLYSUBMITTED,COMPLETE
8,,,,0.0,,
8,,,,0.0,,
8,,,,0.0,,
8,,,,0.0,,
8,W_Completeren aanvraag-START,Value 9,10.58949921070066,9.305650551780507,W_Completeren aanvraag,START
8,W_Completeren aanvraag-COMPLETE,Value 9,10.593080348747085,9.305650551780507,W_Completeren aanvraag,COMPLETE
8,,,,0.0,,
8,W_Completeren aanvraag-COMPLETE,Value 18,13.640047917730415,9.305650551780507,W_Completeren aanvraag,COMPLETE
8,W_Completeren aanvraag-COMPLETE,Value 18,14.814885687494614,9.305650551780507,W_Completeren aanvraag,COMPLETE
8,A_CANCELLED-COMPLETE,Value 1,14.814885708108738,9.305650551780507,A_CANCELLED,COMPLETE
9,A_SUBMITTED-COMPLETE,Value 1,10.421864205388498,10.308952660644293,A_SUBMITTED,COMPLETE
9,,,,0.0,,
9,,,,0.0,,
9,W_Afhandelen leads-START,Value 9,10.439751481527608,10.308952660644293,W_Afhandelen leads,START
9,A_PREACCEPTED-COMPLETE,Value 9,10.442906201651201,10.308952660644293,A_PREACCEPTED,COMPLETE
9,,,,0.0,,
9,,,,0.0,,
9,,,,0.0,,
9,,,,0.0,,
9,,,,0.0,,
9,,,,0.0,,
9,,,,0.0,,
9,A_CANCELLED-COMPLETE,Value 20,12.316939705307,10.308952660644293,A_CANCELLED,COMPLETE
9,W_Completeren aanvraag-COMPLETE,Value 20,12.316947599685813,10.308952660644293,W_Completeren aanvraag,COMPLETE
10,,,,0.0,,
10,,,,0.0,,
10,,,,0.0,,
10,,,,0.0,,
10,,,,0.0,,
10,,,,0.0,,
10,W_Completeren aanvraag-START,Value 9,10.645595239898551,10.714417768752456,W_Completeren aanvraag,START
10,,,,0.0,,
10,O_SELECTED-COMPLETE,Value 9,10.661860752227508,10.714417768752456,O_SELECTED,COMPLETE
10,A_FINALIZED-COMPLETE,Value 9,10.661860752227508,10.714417768752456,A_FINALIZED,COMPLETE
10,,,,0.0,,
10,O_SENT-COMPLETE,Value 9,10.661890028539332,10.714417768752456,O_SENT,COMPLETE
