CaseID,Activity,org:resource,time:timestamp,(case) AMOUNT_REQ,concept:name,lifecycle:transition
1,A_SUBMITTED-COMPLETE,Value 1,0.0,9.903487552536127,A_SUBMITTED,COMPLETE
1,,,,0.0,,
1,,,,0.0,,
1,W_Completeren aanvraag-SCHEDULE,Value 1,3.9950581542866437,9.903487552536127,W_Completeren aanvraag,SCHEDULE
1,,,,0.0,,
1,,,,0.0,,
1,O_SELECTED-COMPLETE,Value 3,10.596252084896255,9.903487552536127,O_SELECTED,COMPLETE
1,,,,0.0,,
1,,,,0.0,,
1,O_SENT-COMPLETE,Value 3,10.596305528917089,9.903487552536127,O_SENT,COMPLETE
1,,,,0.0,,
1,,,,0.0,,
1,W_Nabellen offertes-START,Value 2,10.641052112466113,9.903487552536127,W_Nabellen offertes,START
1,,,,0.0,,
1,,,,0.0,,
1,W_Nabellen offertes-COMPLETE,Value 4,13.403015306202827,9.903487552536127,W_Nabellen offertes,COMPLETE
1,,,,0.0,,
1,,,,0.0,,
1,W_Valideren aanvraag-SCHEDULE,Value 5,13.613223017668167,9.903487552536127,W_Valideren aanvraag,SCHEDULE
1,,,,0.0,,
1,,,,0.0,,
1,A_REGISTERED-COMPLETE,Value 6,13.885712399685511,9.903487552536127,A_REGISTERED,COMPLETE
1,,,,0.0,,
1,,,,0.0,,
1,A_ACTIVATED-COMPLETE,Value 6,13.885712399685511,9.903487552536127,A_ACTIVATED,COMPLETE
1,,,,0.0,,
2,A_SUBMITTED-COMPLETE,Value 1,10.204099793890146,8.517193191416238,A_SUBMITTED,COMPLETE
2,,,,0.0,,
2,,,,0.0,,
2,W_Completeren aanvraag-SCHEDULE,Value 1,10.206367253773012,8.517193191416238,W_Completeren aanvraag,SCHEDULE
2,,,,0.0,,
2,,,,0.0,,
2,W_Completeren aanvraag-START,Value 2,10.814830645004985,8.517193191416238,W_Completeren aanvraag,START
2,,,,0.0,,
2,,,,0.0,,
2,O_SELECTED-COMPLETE,Value 3,10.824197903490443,8.517193191416238,O_SELECTED,COMPLETE
2,,,,0.0,,
2,,,,0.0,,
2,W_Nabellen offertes-SCHEDULE,Value 2,10.82423107600126,8.517193191416238,W_Nabellen offertes,SCHEDULE
2,,,,0.0,,
2,,,,0.0,,
2,W_Nabellen offertes-COMPLETE,Value 2,10.82498964166687,8.517193191416238,W_Nabellen offertes,COMPLETE
2,,,,0.0,,
2,,,,0.0,,
