CaseID,Activity,time:timestamp,REPAIR_IN_TIME_5D,DEVICETYPE,org:resource
1,Creation,18.796955996683053,0,AB52,E
1,Letter,18.79839651594729,0,AB52,E
1,DeviceReceived,18.798809974955827,0,AB52,E
1,StockEntry,18.80547787325571,0,AB52,E
1,InDelivery,18.80547787325571,0,AB52,E
1,NoteWorkshop,18.805664602552376,0,AB52,E
1,Completed,18.805712458272986,0,AB52,E
2,Creation,18.79700707139757,0,AB41,E
2,NoteHotline,18.79700743517801,0,AB41,E
2,Letter,18.800171561972345,0,AB41,E
2,DeviceReceived,18.800499073732112,0,AB41,E
2,StatusRequest,18.805821953726205,0,AB41,E
2,StockEntry,18.80606572906598,0,AB41,E
2,InDelivery,18.80606572906598,0,AB41,E
2,NoteWorkshop,18.80631606839562,0,AB41,E
2,Completed,18.806316449205887,0,AB41,E
3,Creation,18.80519070526883,0,AB47,G
3,Letter,18.806653239504815,0,AB47,G
3,DeviceReceived,18.80696353553184,0,AB47,G
3,NoteWorkshop,18.809813177110296,0,AB47,G
3,InDelivery,18.8101710720003,0,AB47,G
3,Completed,18.81045971199286,0,AB47,G
4,Creation,18.8886654740921,0,AB22,J
4,NoteHotline,18.88866655752665,0,AB22,J
4,DeviceReceived,18.890379776813333,0,AB22,J
4,InDelivery,18.89591082273551,0,AB22,J
4,NoteWorkshop,18.896160818807893,0,AB22,J
4,Completed,18.896166394423943,0,AB22,J
5,Creation,18.888678343715714,1,AB49,E
5,Letter,18.891604081386838,1,AB49,E
5,DeviceReceived,18.89183507338862,1,AB49,E
5,NoteHotline,18.89183567269842,1,AB49,E
5,StockEntry,18.89268250684879,1,AB49,E
5,InDelivery,18.89268250684879,1,AB49,E
5,NoteWorkshop,18.892861052511922,1,AB49,E
5,Completed,18.89286137056881,1,AB49,E
6,Creation,18.88871773438108,0,AB62,L
6,Letter,18.89214343949299,0,AB62,L
6,DeviceReceived,18.892447430598626,0,AB62,L
6,InDelivery,18.895373493320236,0,AB62,L
6,Transmission,18.895568414328284,0,AB62,L
6,Approved,18.895620887287862,0,AB62,L
6,NoteHotline,18.89562098679542,0,AB62,L
6,Completed,18.895633947570488,0,AB62,L
7,Creation,18.888721999000726,0,AB62,L
7,NoteHotline,18.888727779065583,0,AB62,L
7,DeviceReceived,18.89020671538777,0,AB62,L
7,NoteWorkshop,18.89128672299903,0,AB62,L
7,InDelivery,18.908190376300105,0,AB62,L
7,Completed,18.90841877249822,0,AB62,L
8,Creation,18.888741524589417,0,AB29,E
8,NoteHotline,18.888746853668785,0,AB29,E
8,DeviceReceived,18.891867073532257,0,AB29,E
8,StockEntry,18.898593147482217,0,AB29,E
8,InDelivery,18.898593147482217,0,AB29,E
8,NoteWorkshop,18.898885489423435,0,AB29,E
8,Completed,18.898902858737863,0,AB29,E
9,Creation,18.888560318991267,1,AB63,G
9,NoteHotline,18.88858115047499,1,AB63,G
9,Letter,18.891604081386838,1,AB63,G
9,InDelivery,18.891604081386838,1,AB63,G
9,DeviceReceived,18.891846828535016,1,AB63,G
9,NoteWorkshop,18.89186223549587,1,AB63,G
9,Completed,18.891864102044295,1,AB63,G
10,Creation,18.805196893577744,0,AB52,L
10,DeviceReceived,18.80631766643774,0,AB52,L
10,Letter,18.80899983564671,0,AB52,L
10,Transmission,18.813429311842263,0,AB52,L
10,InDelivery,18.813676572718773,0,AB52,L
10,Approved,18.814064492110266,0,AB52,L
10,NoteHotline,18.814064606821116,0,AB52,L
10,Completed,18.81407890508839,0,AB52,L
11,Creation,18.888563018465373,1,AB20,G
11,NoteHotline,18.888563845217007,1,AB20,G
11,Letter,18.89106443221652,1,AB20,G
11,InDelivery,18.89106443221652,1,AB20,G
11,DeviceReceived,18.89138372234647,1,AB20,G
11,NoteWorkshop,18.891384690418743,1,AB20,G
11,Completed,18.891415293510757,1,AB20,G
12,Creation,18.888613480379004,0,AB62,E
12,Letter,18.89322128376753,0,AB62,E
12,DeviceReceived,18.893488145203325,0,AB62,E
12,Transmission,18.89939938070992,0,AB62,E
12,Approved,18.899949271176016,0,AB62,E
12,NoteHotline,18.899949475523936,0,AB62,E
12,NoteWorkshop,18.89996527830317,0,AB62,E
12,StockEntry,18.907128554723393,0,AB62,E
12,InDelivery,18.907128554723393,0,AB62,E
12,Completed,18.907357507018126,0,AB62,E
13,Creation,18.888631292068638,1,AB49,E
13,NoteHotline,18.88863244443144,1,AB49,E
13,DeviceReceived,18.891342637744447,1,AB49,E
13,InDelivery,18.891604081386838,1,AB49,E
13,NoteWorkshop,18.891792215564074,1,AB49,E
13,Completed,18.89179604256468,1,AB49,E
14,Creation,18.88855205141502,1,AB53,G
14,Letter,18.888902918599705,1,AB53,G
14,InDelivery,18.888902918599705,1,AB53,G
14,DeviceReceived,18.889211601702385,1,AB53,G
14,NoteWorkshop,18.88921247173242,1,AB53,G
14,Completed,18.889229096045792,1,AB53,G
15,Creation,18.888768495325596,0,AB50,L
15,Letter,18.88944373517491,0,AB50,L
15,DeviceReceived,18.889712156999053,0,AB50,L
15,NoteWorkshop,18.8924273408471,0,AB50,L
15,InDelivery,18.909780997656448,0,AB50,L
15,Completed,18.909964836003855,0,AB50,L
16,Creation,18.888574749506034,0,AB50,L
16,Letter,18.88944373517491,0,AB50,L
16,NoteWorkshop,18.889700020131546,0,AB50,L
16,DeviceReceived,18.88970103362818,0,AB50,L
16,InDelivery,18.908190376300105,0,AB50,L
16,Completed,18.908379284497144,0,AB50,L
17,Creation,18.888574749506034,0,AB44,L
17,Letter,18.88944373517491,0,AB44,L
17,DeviceReceived,18.889713351909485,0,AB44,L
17,InDelivery,18.89268250684879,0,AB44,L
17,Completed,18.89282345872249,0,AB44,L
18,Creation,18.888695039535353,0,AB45,E
18,Letter,18.88944373517491,0,AB45,E
18,DeviceReceived,18.889711894243685,0,AB45,E
18,StockEntry,18.89591082273551,0,AB45,E
18,InDelivery,18.89591082273551,0,AB45,E
18,Completed,18.896130658972385,0,AB45,E
19,Letter,18.80488967166771,0,AB36,
19,Creation,18.80516161493834,0,AB36,
19,DeviceReceived,18.805161934916153,0,AB36,
19,NoteHotline,18.805161955340267,0,AB36,
19,InDelivery,18.80841370264494,0,AB36,
19,NoteWorkshop,18.808754481746252,0,AB36,
19,Completed,18.808754854845457,0,AB36,
20,Creation,18.88910908307989,0,AB61,E
20,DeviceReceived,18.892428813277377,0,AB61,E
20,Transmission,18.897245135503315,0,AB61,E
20,NoteHotline,18.897245545305775,0,AB61,E
20,StockEntry,18.907128554723393,0,AB61,E
20,InDelivery,18.907128554723393,0,AB61,E
20,Completed,18.907331407972627,0,AB61,E
21,Creation,18.889118729467334,0,AB52,L
21,Letter,18.899664066055376,0,AB52,L
21,DeviceReceived,18.899860474957812,0,AB52,L
21,Transmission,18.90266869226238,0,AB52,L
21,InDelivery,18.90286995772226,0,AB52,L
21,Approved,18.903056990716983,0,AB52,L
21,NoteHotline,18.903057040102162,0,AB52,L
21,Completed,18.9030687072824,0,AB52,L
22,Creation,18.889127812385635,0,AB62,E
22,DeviceReceived,18.90315534881279,0,AB62,E
22,Letter,18.91084000803273,0,AB62,E
22,NoteWorkshop,18.911087377829773,0,AB62,E
22,Transmission,18.911579461139826,0,AB62,E
22,NoteHotline,18.911640054834294,0,AB62,E
22,StockEntry,18.925027954039493,0,AB62,E
22,InDelivery,18.925027954039493,0,AB62,E
22,Completed,18.92532534851606,0,AB62,E
23,Creation,18.88913772775843,1,AB16,E
23,NoteHotline,18.889138604112407,1,AB16,E
23,Letter,18.89106443221652,1,AB16,E
23,DeviceReceived,18.891349164675272,1,AB16,E
23,StockEntry,18.891604081386838,1,AB16,E
23,InDelivery,18.891604081386838,1,AB16,E
23,Completed,18.891789705842836,1,AB16,E
24,Creation,18.889157038666305,0,AB36,E
24,DeviceReceived,18.88970654528017,0,AB36,E
24,StockEntry,18.89591082273551,0,AB36,E
24,InDelivery,18.89591082273551,0,AB36,E
24,NoteWorkshop,18.896116194111883,0,AB36,E
24,Completed,18.896133928611047,0,AB36,E
25,Creation,18.889171153859003,0,AB62,L
25,DeviceReceived,18.892931197197587,0,AB62,L
25,Letter,18.89322128376753,0,AB62,L
25,Transmission,18.89556629345977,0,AB62,L
25,Approved,18.89627714196993,0,AB62,L
25,NoteHotline,18.89627721655164,0,AB62,L
25,InDelivery,18.89644786358293,0,AB62,L
25,Completed,18.896624824973767,0,AB62,L
26,Creation,18.889108889024417,0,AB29,L
26,DeviceReceived,18.89354025378624,0,AB29,L
26,Letter,18.894835875026832,0,AB29,L
26,InDelivery,18.89644786358293,0,AB29,L
26,Transmission,18.896638630125004,0,AB29,L
26,Approved,18.896723494689628,0,AB29,L
26,NoteHotline,18.89672369969779,0,AB29,L
26,Completed,18.89673665861339,0,AB29,L
27,Creation,18.88913025993945,1,AB34,L
27,DeviceReceived,18.89236917187741,1,AB34,L
27,InDelivery,18.89322128376753,1,AB34,L
27,Completed,18.89348433713798,1,AB34,L
28,Creation,18.889133389794928,0,AB25,E
28,DeviceReceived,18.88969510903763,0,AB25,E
28,NoteHotline,18.89235395367264,0,AB25,E
